event_id,customer_id,event_type,event_date,session_duration_secs,platform
EVT000422,CUST0176,Integration_Connected,2024-05-18,2837,Mobile
EVT000423,CUST0093,Feature_A_Used,2024-09-30,2405,Web
EVT000424,CUST0037,Login,2024-03-11,2152,Web
EVT000425,CUST0200,Invite_Sent,2024-07-29,1423,API
EVT000426,CUST0042,Feature_A_Used,2024-04-21,663,Web
EVT000427,CUST0049,Feature_A_Used,2024-08-01,1916,API
EVT000428,CUST0030,Feature_B_Used,2024-01-09,1994,Web
EVT000429,CUST0177,Dashboard_Viewed,2024-03-12,3376,Web
EVT000430,CUST0153,Dashboard_Viewed,2024-03-29,2937,Web
EVT000431,CUST0191,Feature_A_Used,2024-04-23,557,API
EVT000432,CUST0037,Report_Generated,2024-06-06,543,Web
EVT000433,CUST0021,Export_Downloaded,2024-12-19,3155,Mobile
EVT000434,CUST0020,Login,2024-09-04,3132,Web
EVT000435,CUST0051,Feature_A_Used,2024-01-17,3278,Mobile
EVT000436,CUST0152,Login,2024-08-28,517,API
EVT000437,CUST0012,Feature_A_Used,2024-06-03,2764,Web
EVT000438,CUST0025,Feature_A_Used,2024-11-04,871,Web
EVT000439,CUST0052,Feature_B_Used,2024-12-09,1469,Web
EVT000440,CUST0038,Integration_Connected,2024-10-23,1454,Web
EVT000441,CUST0129,Report_Generated,2024-09-15,2365,Web
EVT000442,CUST0149,Login,2024-09-27,918,Mobile
EVT000443,CUST0073,Feature_B_Used,2024-10-02,47,API
EVT000444,CUST0026,Report_Generated,2024-09-15,3516,Mobile
EVT000445,CUST0094,Feature_B_Used,2024-08-13,2788,API
EVT000446,CUST0047,Dashboard_Viewed,2024-07-13,1767,Web
EVT000447,CUST0059,Export_Downloaded,2024-02-27,3148,API
EVT000448,CUST0032,Invite_Sent,2024-02-26,2158,Web
EVT000449,CUST0196,Dashboard_Viewed,2024-12-26,1210,Web
EVT000450,CUST0011,Feature_A_Used,2024-06-16,2052,Web
EVT000451,CUST0073,Invite_Sent,2024-11-03,3045,Web
EVT000452,CUST0114,Report_Generated,2024-10-10,1698,Web
EVT000453,CUST0110,Report_Generated,2024-02-05,3474,Mobile
EVT000454,CUST0174,Dashboard_Viewed,2024-04-01,82,API
EVT000455,CUST0126,Feature_A_Used,2024-07-21,1824,Web
EVT000456,CUST0174,Feature_A_Used,2024-03-02,617,Web
EVT000457,CUST0178,Feature_A_Used,2024-03-27,295,Web
EVT000458,CUST0051,Dashboard_Viewed,2024-04-12,2466,Mobile
EVT000459,CUST0104,Feature_A_Used,2024-04-29,3462,Web
EVT000460,CUST0128,Integration_Connected,2024-12-31,3167,Web
EVT000461,CUST0070,Export_Downloaded,2024-07-01,1978,Mobile
EVT000462,CUST0104,Invite_Sent,2024-09-18,1172,Web
EVT000463,CUST0117,Feature_A_Used,2024-03-03,1056,Web
EVT000464,CUST0060,Feature_B_Used,2024-01-16,437,Mobile
EVT000465,CUST0018,Invite_Sent,2024-12-13,139,API
EVT000466,CUST0098,Dashboard_Viewed,2024-03-19,1270,Mobile
EVT000467,CUST0025,Feature_A_Used,2024-12-04,3108,Web
EVT000468,CUST0127,Invite_Sent,2024-04-13,1232,Mobile
EVT000469,CUST0126,Integration_Connected,2024-10-04,1437,Mobile
EVT000470,CUST0139,Login,2024-01-17,1792,API
EVT000471,CUST0031,Export_Downloaded,2024-08-18,1318,API
EVT000472,CUST0114,Invite_Sent,2024-01-19,164,Web
EVT000473,CUST0169,Integration_Connected,2024-12-27,702,Web
EVT000474,CUST0035,Integration_Connected,2024-07-18,2026,Mobile
EVT000475,CUST0146,Invite_Sent,2024-12-03,2298,Mobile
EVT000476,CUST0147,Invite_Sent,2024-08-31,2332,API
EVT000477,CUST0130,Login,2024-07-19,1108,Web
EVT000478,CUST0097,Dashboard_Viewed,2024-05-25,1342,Web
EVT000479,CUST0152,Login,2024-03-06,3458,Web
EVT000480,CUST0190,Login,2024-11-16,1427,Web
EVT000481,CUST0110,Dashboard_Viewed,2024-07-01,1717,Web
EVT000482,CUST0170,Report_Generated,2024-05-06,991,Mobile
EVT000483,CUST0152,Feature_A_Used,2024-12-18,298,API
EVT000484,CUST0030,Dashboard_Viewed,2024-03-27,110,Web
EVT000485,CUST0010,Invite_Sent,2024-12-02,3566,Web
EVT000486,CUST0132,Export_Downloaded,2024-05-16,113,Mobile
EVT000487,CUST0151,Login,2024-06-11,1577,Web
EVT000488,CUST0083,Feature_A_Used,2024-09-07,439,Mobile
EVT000489,CUST0053,Dashboard_Viewed,2024-09-11,2089,Mobile
EVT000490,CUST0171,Dashboard_Viewed,2024-03-26,2548,Web
EVT000491,CUST0112,Report_Generated,2024-09-11,2632,Mobile
EVT000492,CUST0020,Report_Generated,2024-05-27,1116,Web
EVT000493,CUST0147,Export_Downloaded,2024-04-25,2588,Mobile
EVT000494,CUST0024,Feature_A_Used,2024-10-30,1409,Web
EVT000495,CUST0146,Invite_Sent,2024-08-06,889,Web
EVT000496,CUST0020,Integration_Connected,2024-09-15,3323,Web
EVT000497,CUST0170,Dashboard_Viewed,2024-04-12,1727,Web
EVT000498,CUST0160,Invite_Sent,2024-12-09,3157,Web
EVT000499,CUST0005,Feature_B_Used,2024-10-22,2074,Web
EVT000500,CUST0191,Invite_Sent,2024-05-17,2642,Web
EVT000501,CUST0158,Export_Downloaded,2024-10-16,3006,Mobile
EVT000502,CUST0134,Report_Generated,2024-07-05,1924,Web
EVT000503,CUST0039,Integration_Connected,2024-08-10,1710,Web
EVT000504,CUST0017,Report_Generated,2024-07-30,1123,Mobile
EVT000505,CUST0166,Feature_B_Used,2024-05-11,2843,Mobile
EVT000506,CUST0104,Report_Generated,2024-02-28,644,Web
EVT000507,CUST0063,Integration_Connected,2024-08-25,2018,Web
EVT000508,CUST0112,Export_Downloaded,2024-11-27,181,Web
EVT000509,CUST0070,Feature_B_Used,2024-01-15,1088,Mobile
EVT000510,CUST0072,Feature_B_Used,2024-11-25,3521,Web
EVT000511,CUST0185,Invite_Sent,2024-01-11,256,API
EVT000512,CUST0022,Dashboard_Viewed,2024-11-04,1250,API
EVT000513,CUST0105,Dashboard_Viewed,2024-12-09,2722,API
EVT000514,CUST0102,Feature_B_Used,2024-04-30,488,Web
EVT000515,CUST0129,Feature_A_Used,2024-09-24,2750,Mobile
EVT000516,CUST0199,Integration_Connected,2024-09-11,399,Web
EVT000517,CUST0032,Dashboard_Viewed,2024-06-17,3439,Web
EVT000518,CUST0100,Report_Generated,2024-08-04,922,Web
EVT000519,CUST0045,Report_Generated,2024-05-20,1830,Web
EVT000520,CUST0151,Login,2024-09-08,2215,Web
EVT000521,CUST0029,Dashboard_Viewed,2024-10-06,1765,Web
EVT000522,CUST0064,Integration_Connected,2024-03-15,1516,Web
EVT000523,CUST0095,Integration_Connected,2024-01-11,2673,API
EVT000524,CUST0156,Login,2024-12-05,3302,API
EVT000525,CUST0177,Report_Generated,2024-05-09,2293,Web
EVT000526,CUST0164,Dashboard_Viewed,2024-12-16,529,Web
EVT000527,CUST0061,Invite_Sent,2024-07-17,62,API
EVT000528,CUST0101,Integration_Connected,2024-06-03,399,API
EVT000529,CUST0194,Report_Generated,2024-06-01,891,API
EVT000530,CUST0042,Invite_Sent,2024-11-19,1329,API
EVT000531,CUST0197,Export_Downloaded,2024-01-18,1152,API
EVT000532,CUST0200,Invite_Sent,2024-08-29,3048,Web
EVT000533,CUST0086,Export_Downloaded,2024-02-21,3406,Web
EVT000534,CUST0067,Feature_A_Used,2024-06-29,1753,Mobile
EVT000535,CUST0141,Dashboard_Viewed,2024-08-20,2877,Web
EVT000536,CUST0014,Feature_B_Used,2024-11-18,1846,Mobile
EVT000537,CUST0035,Login,2024-07-24,849,Mobile
EVT000538,CUST0081,Feature_A_Used,2024-02-26,676,Web
EVT000539,CUST0183,Feature_B_Used,2024-10-31,2838,Web
EVT000540,CUST0082,Invite_Sent,2024-09-01,3041,Web
EVT000541,CUST0045,Dashboard_Viewed,2024-05-24,843,Web
EVT000542,CUST0095,Feature_B_Used,2024-07-20,1575,API
EVT000543,CUST0147,Report_Generated,2024-01-11,124,API
EVT000544,CUST0166,Report_Generated,2024-02-15,1924,Web
EVT000545,CUST0180,Feature_B_Used,2024-01-26,1672,Mobile
EVT000546,CUST0154,Integration_Connected,2024-03-17,394,API
EVT000547,CUST0044,Feature_A_Used,2024-01-08,2973,Web
EVT000548,CUST0198,Invite_Sent,2024-12-10,2054,Web
EVT000549,CUST0183,Report_Generated,2024-04-07,3560,Mobile
EVT000550,CUST0069,Integration_Connected,2024-09-10,1594,Web
EVT000551,CUST0053,Report_Generated,2024-05-24,3006,Mobile
EVT000552,CUST0108,Feature_B_Used,2024-07-28,3275,Web
EVT000553,CUST0075,Integration_Connected,2024-04-30,2560,Web
EVT000554,CUST0064,Dashboard_Viewed,2024-10-25,2832,Mobile
EVT000555,CUST0022,Login,2024-08-28,575,API
EVT000556,CUST0178,Export_Downloaded,2024-12-17,899,Mobile
EVT000557,CUST0182,Export_Downloaded,2024-11-01,1079,Web
EVT000558,CUST0143,Login,2024-01-27,1393,API
EVT000559,CUST0121,Dashboard_Viewed,2024-11-06,2777,API
EVT000560,CUST0154,Login,2024-01-03,1068,Web
EVT000561,CUST0098,Integration_Connected,2024-07-21,2779,Web
EVT000562,CUST0144,Login,2024-10-24,764,Web
EVT000563,CUST0129,Invite_Sent,2024-06-22,1947,Web
EVT000564,CUST0082,Export_Downloaded,2024-03-13,1096,Web
EVT000565,CUST0012,Feature_B_Used,2024-09-12,3600,API
EVT000566,CUST0072,Dashboard_Viewed,2024-08-08,1188,API
EVT000567,CUST0068,Integration_Connected,2024-09-21,1312,Web
EVT000568,CUST0043,Dashboard_Viewed,2024-09-08,3158,API
EVT000569,CUST0143,Invite_Sent,2024-01-28,803,Web
EVT000570,CUST0059,Feature_B_Used,2024-01-19,1956,Web
EVT000571,CUST0181,Invite_Sent,2024-08-11,505,API
EVT000572,CUST0127,Login,2024-08-14,1490,API
EVT000573,CUST0144,Invite_Sent,2024-08-22,2049,Web
EVT000574,CUST0185,Feature_B_Used,2024-03-04,1461,Web
EVT000575,CUST0073,Feature_B_Used,2024-03-27,3101,Web
EVT000576,CUST0070,Report_Generated,2024-10-25,46,Web
EVT000577,CUST0147,Feature_B_Used,2024-08-01,344,Web
EVT000578,CUST0128,Feature_A_Used,2024-06-17,136,Web
EVT000579,CUST0175,Feature_A_Used,2024-07-20,1560,Web
EVT000580,CUST0028,Dashboard_Viewed,2024-03-19,148,Web
EVT000581,CUST0182,Invite_Sent,2024-08-20,2603,API
EVT000582,CUST0153,Login,2024-06-17,209,Mobile
EVT000583,CUST0116,Dashboard_Viewed,2024-10-18,559,Web
EVT000584,CUST0013,Integration_Connected,2024-06-14,3299,Web
EVT000585,CUST0019,Export_Downloaded,2024-02-17,1663,Web
EVT000586,CUST0062,Export_Downloaded,2024-02-15,114,API
EVT000587,CUST0042,Export_Downloaded,2024-07-25,1197,Mobile
EVT000588,CUST0168,Feature_B_Used,2024-03-02,1252,Web
EVT000589,CUST0111,Integration_Connected,2024-12-16,2501,Web
EVT000590,CUST0171,Feature_A_Used,2024-07-07,2129,Web
EVT000591,CUST0115,Export_Downloaded,2024-08-31,1129,Web
EVT000592,CUST0109,Feature_A_Used,2024-08-04,3351,Web
EVT000593,CUST0048,Export_Downloaded,2024-11-18,1774,Web
EVT000594,CUST0132,Dashboard_Viewed,2024-08-25,2800,Web
EVT000595,CUST0176,Feature_B_Used,2024-09-10,2189,Mobile
EVT000596,CUST0135,Feature_A_Used,2024-05-28,1947,Web
EVT000597,CUST0123,Integration_Connected,2024-03-17,553,Mobile
EVT000598,CUST0077,Report_Generated,2024-09-24,1781,Web
EVT000599,CUST0013,Feature_A_Used,2024-01-24,2132,Web
EVT000600,CUST0109,Export_Downloaded,2024-02-18,1933,Mobile
EVT000601,CUST0146,Integration_Connected,2024-06-30,1073,Web
EVT000602,CUST0197,Login,2024-02-28,3063,Mobile
EVT000603,CUST0046,Feature_B_Used,2024-07-20,215,Web
EVT000604,CUST0181,Integration_Connected,2024-06-09,2435,Mobile
EVT000605,CUST0194,Invite_Sent,2024-11-15,3338,Web
EVT000606,CUST0048,Report_Generated,2024-04-04,350,Mobile
EVT000607,CUST0155,Integration_Connected,2024-12-10,465,Web
EVT000608,CUST0005,Login,2024-07-21,507,Web
EVT000609,CUST0168,Invite_Sent,2024-08-23,2863,Web
EVT000610,CUST0169,Invite_Sent,2024-06-04,2563,Mobile
EVT000611,CUST0158,Dashboard_Viewed,2024-12-19,2789,API
EVT000612,CUST0173,Export_Downloaded,2024-06-03,388,Web
EVT000613,CUST0004,Report_Generated,2024-02-27,3372,Web
EVT000614,CUST0049,Login,2024-04-17,2000,Mobile
EVT000615,CUST0167,Report_Generated,2024-08-11,3479,Mobile
EVT000616,CUST0138,Report_Generated,2024-02-14,1262,Mobile
EVT000617,CUST0038,Invite_Sent,2024-08-04,119,Web
EVT000618,CUST0040,Invite_Sent,2024-09-05,1961,Web
EVT000619,CUST0116,Report_Generated,2024-04-13,1237,Web
EVT000620,CUST0101,Login,2024-06-19,62,Web
EVT000621,CUST0183,Export_Downloaded,2024-07-31,3505,Web
EVT000622,CUST0149,Integration_Connected,2024-01-19,2026,Web
EVT000623,CUST0132,Invite_Sent,2024-04-28,2955,Web
EVT000624,CUST0005,Export_Downloaded,2024-10-22,1323,Web
EVT000625,CUST0069,Export_Downloaded,2024-08-30,508,Web
EVT000626,CUST0166,Dashboard_Viewed,2024-08-17,2887,Web
EVT000627,CUST0042,Integration_Connected,2024-04-08,1952,Web
EVT000628,CUST0060,Report_Generated,2024-10-27,2835,Web
EVT000629,CUST0155,Invite_Sent,2024-03-08,1231,Mobile
EVT000630,CUST0100,Export_Downloaded,2024-12-10,2702,Mobile
EVT000631,CUST0121,Feature_B_Used,2024-11-14,878,Web
EVT000632,CUST0192,Feature_A_Used,2024-12-07,2007,Web
EVT000633,CUST0052,Feature_B_Used,2024-11-06,2045,Web
EVT000634,CUST0107,Invite_Sent,2024-06-04,991,Web
EVT000635,CUST0013,Login,2024-07-02,1098,Web
EVT000636,CUST0041,Feature_B_Used,2024-09-14,160,Mobile
EVT000637,CUST0087,Export_Downloaded,2024-02-28,2559,Web
EVT000638,CUST0144,Report_Generated,2024-09-06,1086,API
EVT000639,CUST0091,Login,2024-10-12,1125,API
EVT000640,CUST0177,Feature_A_Used,2024-12-27,236,API
EVT000641,CUST0113,Invite_Sent,2024-02-26,463,Mobile
EVT000642,CUST0157,Feature_A_Used,2024-10-14,201,Web
EVT000643,CUST0043,Feature_A_Used,2024-04-15,1511,Web
EVT000644,CUST0075,Invite_Sent,2024-09-16,2071,Mobile
EVT000645,CUST0026,Feature_B_Used,2024-11-27,1519,Web
EVT000646,CUST0036,Feature_A_Used,2024-04-13,1828,API
EVT000647,CUST0197,Login,2024-05-05,3449,Mobile
EVT000648,CUST0088,Integration_Connected,2024-09-15,731,Web
EVT000649,CUST0096,Export_Downloaded,2024-07-03,2608,Mobile
EVT000650,CUST0039,Export_Downloaded,2024-04-26,595,Mobile
EVT000651,CUST0106,Export_Downloaded,2024-08-22,3521,Web
EVT000652,CUST0175,Dashboard_Viewed,2024-01-16,1842,Web
EVT000653,CUST0003,Feature_A_Used,2024-02-13,1415,Web
EVT000654,CUST0198,Feature_B_Used,2024-08-10,281,Web
EVT000655,CUST0010,Feature_B_Used,2024-10-21,266,API
EVT000656,CUST0183,Integration_Connected,2024-08-02,1676,API
EVT000657,CUST0180,Integration_Connected,2024-06-09,1439,Web
EVT000658,CUST0072,Feature_B_Used,2024-12-24,1684,Web
EVT000659,CUST0053,Invite_Sent,2024-12-23,1444,API
EVT000660,CUST0167,Export_Downloaded,2024-04-11,1265,Web
EVT000661,CUST0138,Dashboard_Viewed,2024-07-18,3000,Mobile
EVT000662,CUST0033,Integration_Connected,2024-04-19,410,Web
EVT000663,CUST0080,Dashboard_Viewed,2024-11-21,685,Web
EVT000664,CUST0139,Integration_Connected,2024-05-03,3438,Mobile
EVT000665,CUST0186,Export_Downloaded,2024-09-15,482,Mobile
EVT000666,CUST0096,Integration_Connected,2024-11-17,2108,Web
EVT000667,CUST0013,Feature_A_Used,2024-08-17,1250,Web
EVT000668,CUST0002,Invite_Sent,2024-06-22,997,Mobile
EVT000669,CUST0149,Report_Generated,2024-06-28,1255,Web
EVT000670,CUST0184,Feature_B_Used,2024-12-31,1576,Web
EVT000671,CUST0064,Feature_A_Used,2024-06-16,2145,Web
EVT000672,CUST0200,Dashboard_Viewed,2024-08-20,431,Web
EVT000673,CUST0109,Export_Downloaded,2024-02-11,407,Web
EVT000674,CUST0034,Invite_Sent,2024-04-19,1857,Web
EVT000675,CUST0174,Export_Downloaded,2024-10-28,2319,Web
EVT000676,CUST0102,Integration_Connected,2024-10-26,2073,Mobile
EVT000677,CUST0113,Invite_Sent,2024-08-01,3404,Web
EVT000678,CUST0130,Feature_B_Used,2024-09-05,2942,Web
EVT000679,CUST0181,Feature_A_Used,2024-12-21,900,Web
EVT000680,CUST0009,Feature_B_Used,2024-10-13,1542,API
EVT000681,CUST0031,Export_Downloaded,2024-02-26,525,Web
EVT000682,CUST0075,Login,2024-09-24,657,Web
EVT000683,CUST0079,Dashboard_Viewed,2024-06-04,1234,Web
EVT000684,CUST0037,Feature_B_Used,2024-10-28,1757,Web
EVT000685,CUST0079,Integration_Connected,2024-04-20,779,Mobile
EVT000686,CUST0126,Login,2024-03-03,2272,Web
EVT000687,CUST0012,Export_Downloaded,2024-09-03,2377,Web
EVT000688,CUST0116,Dashboard_Viewed,2024-07-12,1976,Mobile
EVT000689,CUST0156,Feature_B_Used,2024-03-11,2097,Mobile
EVT000690,CUST0195,Invite_Sent,2024-12-07,1869,Web
EVT000691,CUST0187,Dashboard_Viewed,2024-02-15,3306,Mobile
EVT000692,CUST0160,Export_Downloaded,2024-07-17,983,API
EVT000693,CUST0087,Login,2024-12-09,1844,Mobile
EVT000694,CUST0166,Feature_A_Used,2024-03-25,2926,Web
EVT000695,CUST0162,Integration_Connected,2024-10-14,2672,Web
EVT000696,CUST0144,Feature_A_Used,2024-04-08,2564,Web
EVT000697,CUST0194,Login,2024-10-18,2167,Web
EVT000698,CUST0122,Login,2024-03-02,2726,API
EVT000699,CUST0047,Login,2024-05-20,3252,Web
EVT000700,CUST0181,Invite_Sent,2024-02-13,3335,Web
EVT000701,CUST0083,Export_Downloaded,2024-10-28,214,Web
EVT000702,CUST0006,Dashboard_Viewed,2024-08-11,769,Web
EVT000703,CUST0136,Dashboard_Viewed,2024-07-14,1083,Web
EVT000704,CUST0026,Feature_B_Used,2024-05-26,619,Web
EVT000705,CUST0197,Feature_A_Used,2024-03-19,1286,API
EVT000706,CUST0174,Feature_B_Used,2024-01-31,2546,API
EVT000707,CUST0047,Login,2024-12-31,269,Web
EVT000708,CUST0026,Dashboard_Viewed,2024-03-13,1720,API
EVT000709,CUST0067,Export_Downloaded,2024-03-02,242,Web
EVT000710,CUST0193,Report_Generated,2024-09-09,2113,Mobile
EVT000711,CUST0099,Feature_A_Used,2024-05-17,278,Web
EVT000712,CUST0142,Export_Downloaded,2024-02-03,2013,Web
EVT000713,CUST0163,Report_Generated,2024-01-10,1132,Web
EVT000714,CUST0151,Feature_A_Used,2024-05-06,3155,Web
EVT000715,CUST0033,Integration_Connected,2024-10-17,1696,Web
EVT000716,CUST0163,Report_Generated,2024-03-13,1559,Web
EVT000717,CUST0044,Report_Generated,2024-10-02,1765,API
EVT000718,CUST0143,Invite_Sent,2024-01-22,34,Mobile
EVT000719,CUST0159,Integration_Connected,2024-11-30,715,Web
EVT000720,CUST0124,Integration_Connected,2024-11-02,1057,Mobile
EVT000721,CUST0098,Dashboard_Viewed,2024-11-19,901,Web
EVT000722,CUST0131,Integration_Connected,2024-01-24,691,Mobile
EVT000723,CUST0145,Feature_A_Used,2024-06-02,397,Web
EVT000724,CUST0032,Feature_B_Used,2024-10-11,1174,API
EVT000725,CUST0054,Dashboard_Viewed,2024-12-15,1433,Mobile
EVT000726,CUST0193,Invite_Sent,2024-05-19,1037,Mobile
EVT000727,CUST0083,Dashboard_Viewed,2024-04-17,1913,API
EVT000728,CUST0085,Login,2024-12-20,577,Mobile
EVT000729,CUST0001,Invite_Sent,2024-01-03,69,Mobile
EVT000730,CUST0106,Invite_Sent,2024-07-20,2234,Web
EVT000731,CUST0167,Feature_A_Used,2024-10-02,156,API
EVT000732,CUST0172,Invite_Sent,2024-12-10,535,Web
EVT000733,CUST0097,Dashboard_Viewed,2024-07-17,755,Mobile
EVT000734,CUST0179,Login,2024-03-04,1925,Web
EVT000735,CUST0050,Invite_Sent,2024-01-05,937,Mobile
EVT000736,CUST0195,Integration_Connected,2024-12-14,2934,Web
EVT000737,CUST0024,Integration_Connected,2024-04-23,989,API
EVT000738,CUST0093,Login,2024-05-23,2048,API
EVT000739,CUST0181,Report_Generated,2024-01-04,833,API
EVT000740,CUST0164,Export_Downloaded,2024-02-26,3593,Web
EVT000741,CUST0129,Invite_Sent,2024-03-28,2290,Web
EVT000742,CUST0190,Feature_B_Used,2024-02-03,2439,Web
EVT000743,CUST0017,Feature_B_Used,2024-05-12,2364,API
EVT000744,CUST0134,Integration_Connected,2024-04-08,3502,Mobile
EVT000745,CUST0178,Integration_Connected,2024-12-14,2324,API
EVT000746,CUST0001,Export_Downloaded,2024-11-24,2787,API
EVT000747,CUST0014,Dashboard_Viewed,2024-08-09,3488,API
EVT000748,CUST0071,Feature_A_Used,2024-12-14,2152,Web
EVT000749,CUST0093,Login,2024-04-24,222,Web
EVT000750,CUST0108,Invite_Sent,2024-06-10,51,Web
EVT000751,CUST0086,Feature_A_Used,2024-10-19,3338,Web
EVT000752,CUST0189,Report_Generated,2024-12-19,1765,API
EVT000753,CUST0064,Report_Generated,2024-03-25,1378,Web
EVT000754,CUST0161,Feature_A_Used,2024-01-15,1995,Web
EVT000755,CUST0007,Dashboard_Viewed,2024-05-08,1042,Web
EVT000756,CUST0062,Dashboard_Viewed,2024-01-28,3395,Web
EVT000757,CUST0061,Feature_A_Used,2024-11-03,2567,Web
EVT000758,CUST0025,Invite_Sent,2024-10-23,541,Web
EVT000759,CUST0016,Login,2024-07-12,1313,API
EVT000760,CUST0178,Feature_A_Used,2024-03-06,283,API
EVT000761,CUST0114,Login,2024-06-03,2531,Mobile
EVT000762,CUST0017,Feature_A_Used,2024-12-12,258,Web
EVT000763,CUST0076,Export_Downloaded,2024-07-24,422,Mobile
EVT000764,CUST0106,Report_Generated,2024-11-02,3255,Mobile
EVT000765,CUST0003,Invite_Sent,2024-07-15,1931,Mobile
EVT000766,CUST0159,Feature_A_Used,2024-06-22,2696,API
EVT000767,CUST0007,Invite_Sent,2024-09-21,1374,Web
EVT000768,CUST0028,Feature_A_Used,2024-01-07,2467,Mobile
EVT000769,CUST0152,Report_Generated,2024-10-20,546,Mobile
EVT000770,CUST0066,Dashboard_Viewed,2024-08-03,2001,Mobile
EVT000771,CUST0114,Feature_B_Used,2024-05-04,593,Mobile
EVT000772,CUST0016,Feature_B_Used,2024-06-08,2424,Web
EVT000773,CUST0167,Dashboard_Viewed,2024-06-08,2420,API
EVT000774,CUST0199,Feature_B_Used,2024-03-16,1953,Web
EVT000775,CUST0088,Integration_Connected,2024-07-07,63,Web
EVT000776,CUST0169,Feature_B_Used,2024-01-30,1002,Web
EVT000777,CUST0144,Login,2024-08-04,1438,Web
EVT000778,CUST0052,Report_Generated,2024-02-05,1428,Web
EVT000779,CUST0122,Invite_Sent,2024-11-03,2866,Web
EVT000780,CUST0149,Dashboard_Viewed,2024-11-11,1257,Web
EVT000781,CUST0042,Feature_A_Used,2024-08-20,3262,API
EVT000782,CUST0127,Report_Generated,2024-01-02,2646,Web
EVT000783,CUST0059,Invite_Sent,2024-11-15,903,Web
EVT000784,CUST0189,Dashboard_Viewed,2024-07-11,870,Web
EVT000785,CUST0002,Dashboard_Viewed,2024-01-06,332,Web
EVT000786,CUST0143,Feature_A_Used,2024-03-13,1220,Web
EVT000787,CUST0162,Dashboard_Viewed,2024-01-23,151,Web
EVT000788,CUST0073,Feature_B_Used,2024-04-22,1103,Mobile
EVT000789,CUST0087,Report_Generated,2024-04-01,832,Web
EVT000790,CUST0068,Feature_A_Used,2024-01-11,3435,Mobile
EVT000791,CUST0098,Feature_A_Used,2024-06-22,891,Web
EVT000792,CUST0062,Dashboard_Viewed,2024-07-09,2737,Web
EVT000793,CUST0135,Export_Downloaded,2024-12-30,297,Web
EVT000794,CUST0034,Report_Generated,2024-04-08,2211,Web
EVT000795,CUST0096,Dashboard_Viewed,2024-11-02,1789,API
EVT000796,CUST0063,Login,2024-11-11,2435,Web
EVT000797,CUST0138,Integration_Connected,2024-03-17,1372,Web
EVT000798,CUST0162,Integration_Connected,2024-03-05,3517,Web
EVT000799,CUST0150,Invite_Sent,2024-04-17,3009,Web
EVT000800,CUST0121,Feature_A_Used,2024-03-26,2113,Web
EVT000801,CUST0166,Dashboard_Viewed,2024-09-12,2155,Web
EVT000802,CUST0083,Dashboard_Viewed,2024-09-26,2874,Web
EVT000803,CUST0127,Invite_Sent,2024-05-17,2410,Web
EVT000804,CUST0150,Login,2024-04-16,929,API
EVT000805,CUST0116,Report_Generated,2024-07-21,925,Web
EVT000806,CUST0097,Feature_B_Used,2024-07-10,1072,Web
EVT000807,CUST0035,Feature_A_Used,2024-05-31,1850,Web
EVT000808,CUST0059,Login,2024-08-26,2128,Mobile
EVT000809,CUST0110,Invite_Sent,2024-08-27,1801,Web
EVT000810,CUST0128,Dashboard_Viewed,2024-05-19,1596,Web
EVT000811,CUST0114,Report_Generated,2024-05-15,2673,Web
EVT000812,CUST0022,Integration_Connected,2024-09-13,2130,Web
EVT000813,CUST0021,Integration_Connected,2024-04-26,433,Web
EVT000814,CUST0093,Login,2024-10-06,850,Web
EVT000815,CUST0173,Dashboard_Viewed,2024-05-08,1269,Mobile
EVT000816,CUST0197,Integration_Connected,2024-04-07,2920,Mobile
EVT000817,CUST0036,Integration_Connected,2024-01-05,3184,Web
EVT000818,CUST0089,Export_Downloaded,2024-07-26,3396,Web
EVT000819,CUST0168,Login,2024-08-29,2709,Web
EVT000820,CUST0195,Feature_B_Used,2024-07-22,962,Web
EVT000821,CUST0192,Report_Generated,2024-08-30,987,Web
EVT000822,CUST0142,Invite_Sent,2024-08-24,1425,Mobile
EVT000823,CUST0081,Report_Generated,2024-08-07,3184,API
EVT000824,CUST0107,Report_Generated,2024-08-12,1873,API
EVT000825,CUST0008,Dashboard_Viewed,2024-03-12,2395,API
EVT000826,CUST0079,Login,2024-09-12,3349,Mobile
EVT000827,CUST0091,Dashboard_Viewed,2024-04-25,1746,Web
EVT000828,CUST0193,Export_Downloaded,2024-12-19,2232,Web
EVT000829,CUST0151,Login,2024-10-17,3246,Web
EVT000830,CUST0036,Feature_B_Used,2024-06-18,2357,Mobile
EVT000831,CUST0155,Export_Downloaded,2024-07-14,866,API
EVT000832,CUST0017,Export_Downloaded,2024-04-06,1974,Web
EVT000833,CUST0146,Invite_Sent,2024-11-23,1277,Web
EVT000834,CUST0027,Feature_B_Used,2024-01-17,3415,Mobile
EVT000835,CUST0126,Login,2024-04-05,845,Web
EVT000836,CUST0099,Integration_Connected,2024-04-15,984,Web
EVT000837,CUST0135,Feature_A_Used,2024-08-20,265,Web
EVT000838,CUST0003,Feature_B_Used,2024-06-16,3551,API
EVT000839,CUST0101,Feature_B_Used,2024-02-26,558,Web
EVT000840,CUST0123,Feature_A_Used,2024-07-18,3575,Web
EVT000841,CUST0053,Integration_Connected,2024-08-09,3380,Mobile
EVT000842,CUST0122,Feature_B_Used,2024-11-05,2385,API
EVT000843,CUST0151,Report_Generated,2024-09-14,2965,Mobile
